cliente_id,oferta_recomendada_id,ultimo_motivo_rechazo_movil,dias_desde_ultimo_rechazo_movil,n_reclamos,dias_mora_prom,motivo_rechazo_misma_oferta,dias_desde_rechazo_misma_oferta
CLI037185,OF004,precio,31.0,1.0,9.166666666666666,,
CLI037190,OF003,,,2.0,26.666666666666668,,
CLI037220,OF002,,,3.0,8.5,,
CLI037223,OF002,,,0.0,22.33333333333333,,
CLI037234,OF003,precio,61.0,0.0,9.0,,
CLI037276,OF004,mal_momento,61.0,0.0,1.5,,
CLI037310,OF002,no_confia,61.0,3.0,11.666666666666666,,
CLI037350,OF004,no_necesita,0.0,0.0,0.0,,
CLI037389,OF003,mal_momento,61.0,0.0,7.0,,
CLI037409,OF002,precio,61.0,0.0,0.0,,
CLI037453,OF002,no_confia,61.0,0.0,9.833333333333334,,
CLI037454,OF003,precio,61.0,0.0,2.333333333333333,,
CLI037461,OF003,no_confia,0.0,0.0,15.833333333333334,,
CLI037465,OF002,,,0.0,15.166666666666666,,
CLI037473,OF004,,,3.0,0.0,,
CLI037480,OF003,precio,151.0,1.0,18.83333333333333,,
CLI037483,OF003,precio,0.0,0.0,0.8333333333333334,,
CLI037502,OF002,otro,31.0,0.0,8.5,otro,31.0
CLI037551,OF002,,,0.0,16.333333333333332,,
CLI037567,OF003,,,3.0,19.666666666666668,,
CLI037603,OF003,no_necesita,151.0,2.0,18.166666666666668,,
CLI037607,OF003,,,0.0,17.166666666666668,,
CLI037611,OF003,ya_tiene_similar,151.0,0.0,17.666666666666668,,
CLI037620,OF002,,,0.0,20.666666666666668,,
CLI037665,OF002,,,0.0,17.833333333333332,,
CLI037675,OF004,otro,31.0,3.0,14.0,,
CLI037678,OF003,,,2.0,38.333333333333336,,
CLI037714,OF004,,,0.0,17.0,,
CLI037750,OF002,,,0.0,16.666666666666668,,
CLI037753,OF003,ya_tiene_similar,0.0,3.0,30.166666666666668,,
CLI037776,OF004,,,1.0,17.333333333333332,,
CLI037836,OF004,,,3.0,8.166666666666666,,
CLI037849,OF002,no_necesita,61.0,0.0,1.8333333333333333,,
CLI037884,OF002,no_confia,61.0,3.0,14.166666666666666,no_confia,61.0
CLI037910,OF003,,,3.0,9.666666666666666,,
CLI037911,OF004,,,0.0,20.33333333333333,,
CLI037927,OF004,precio,31.0,3.0,7.666666666666667,,
CLI037961,OF003,precio,61.0,0.0,0.0,,
CLI037974,OF002,,,0.0,19.83333333333333,,
CLI037976,OF002,,,3.0,0.0,,
CLI037998,OF003,no_necesita,0.0,0.0,0.0,,
CLI038007,OF004,no_necesita,61.0,3.0,7.0,no_necesita,61.0
CLI038011,OF004,no_necesita,61.0,0.0,0.0,,
CLI038051,OF003,no_necesita,0.0,0.0,0.0,,
CLI038094,OF003,no_confia,31.0,0.0,6.0,,
CLI038109,OF003,precio,31.0,0.0,0.0,,
CLI038131,OF003,no_confia,0.0,0.0,7.333333333333333,,
CLI038195,OF004,ya_tiene_similar,92.0,1.0,18.83333333333333,,
CLI038205,OF002,ya_tiene_similar,31.0,0.0,8.666666666666666,ya_tiene_similar,31.0
CLI038220,OF002,,,0.0,20.5,,
CLI038231,OF002,mal_momento,120.0,0.0,16.5,,
CLI038287,OF002,,,0.0,21.166666666666668,,
CLI038288,OF003,no_necesita,0.0,0.0,2.1666666666666665,no_necesita,0.0
CLI038327,OF004,no_confia,0.0,0.0,0.0,,
CLI038349,OF004,,,0.0,19.666666666666668,,
CLI038427,OF004,precio,61.0,0.0,8.333333333333334,,
CLI038505,OF003,precio,0.0,0.0,9.166666666666666,,
CLI038542,OF003,,,0.0,37.66666666666666,,
CLI038544,OF003,no_necesita,0.0,0.0,15.0,precio,92.0
CLI038574,OF004,no_necesita,61.0,0.0,2.1666666666666665,,
CLI038590,OF004,,,3.0,8.833333333333334,,
CLI038602,OF002,,,3.0,8.666666666666666,,
CLI038614,OF003,,,3.0,1.8333333333333333,,
CLI038657,OF004,precio,92.0,3.0,21.33333333333333,,
CLI038687,OF004,no_confia,0.0,0.0,4.166666666666667,no_confia,0.0
CLI038717,OF004,,,3.0,22.0,,
CLI038721,OF004,precio,31.0,0.0,0.0,,
CLI038740,OF002,no_confia,0.0,0.0,10.333333333333334,no_confia,0.0
CLI038817,OF003,,,1.0,18.33333333333333,,
CLI038890,OF002,no_necesita,0.0,0.0,11.666666666666666,,
CLI038897,OF003,,,3.0,6.166666666666667,,
CLI038925,OF004,precio,0.0,2.0,14.833333333333334,,
CLI038932,OF004,mal_momento,0.0,0.0,17.0,,
CLI038972,OF002,ya_tiene_similar,0.0,0.0,6.166666666666667,,
CLI038994,OF002,otro,92.0,0.0,28.5,otro,92.0
CLI039014,OF004,,,3.0,17.333333333333332,,
CLI039038,OF004,,,3.0,7.666666666666667,,
CLI039056,OF002,,,3.0,8.833333333333334,,
CLI039083,OF002,ya_tiene_similar,0.0,0.0,0.0,ya_tiene_similar,0.0
CLI039111,OF004,precio,31.0,3.0,13.0,precio,31.0
CLI039182,OF003,,,0.0,17.833333333333332,,
CLI039210,OF003,,,0.0,24.166666666666668,,
CLI039251,OF004,precio,120.0,3.0,10.5,,
CLI039257,OF004,,,0.0,15.333333333333334,,
CLI039279,OF004,mal_momento,0.0,0.0,13.333333333333334,,
CLI039282,OF002,no_necesita,0.0,0.0,1.8333333333333333,,
CLI039287,OF004,ya_tiene_similar,151.0,0.0,18.83333333333333,,
CLI039312,OF003,precio,61.0,2.0,0.0,,
CLI039322,OF002,precio,0.0,0.0,5.333333333333333,,
CLI039341,OF002,no_confia,31.0,0.0,4.166666666666667,,
CLI039407,OF003,no_necesita,61.0,0.0,13.5,,
CLI039424,OF002,,,1.0,19.0,,
CLI039438,OF002,,,0.0,24.0,,
CLI039457,OF004,,,3.0,9.166666666666666,,
CLI039478,OF002,no_confia,61.0,0.0,0.0,,
CLI039487,OF002,precio,31.0,0.0,19.5,,
CLI039494,OF003,ya_tiene_similar,0.0,0.0,5.666666666666667,,
CLI039551,OF002,,,3.0,0.0,,
CLI039574,OF002,precio,31.0,0.0,14.833333333333334,precio,31.0
CLI039591,OF002,,,0.0,15.166666666666666,,
CLI039636,OF002,,,0.0,20.33333333333333,,
CLI039643,OF004,,,3.0,10.166666666666666,,
CLI039654,OF003,precio,61.0,3.0,9.166666666666666,,
CLI039738,OF002,precio,31.0,0.0,6.0,,
CLI039758,OF002,no_necesita,0.0,0.0,9.5,,
CLI039803,OF004,precio,0.0,2.0,0.0,,
CLI039866,OF003,,,2.0,17.333333333333332,,
CLI039873,OF004,,,2.0,24.666666666666668,,
CLI039893,OF004,no_necesita,61.0,3.0,0.0,,
CLI039909,OF002,otro,0.0,0.0,0.0,,
CLI039914,OF002,,,0.0,17.5,,
CLI039922,OF002,,,3.0,13.166666666666666,,
CLI039933,OF004,,,3.0,0.0,,
CLI039985,OF002,ya_tiene_similar,0.0,2.0,11.666666666666666,,
CLI040006,OF002,no_necesita,0.0,0.0,24.5,,
CLI040046,OF003,,,0.0,16.666666666666668,,
CLI040103,OF003,,,0.0,17.166666666666668,,
CLI040108,OF004,,,1.0,22.33333333333333,,
CLI040154,OF004,mal_momento,0.0,0.0,22.33333333333333,precio,61.0
CLI040166,OF004,,,1.0,25.83333333333333,,
CLI040212,OF002,,,3.0,5.0,,
CLI040216,OF004,,,3.0,5.0,,
CLI040230,OF003,,,0.0,18.0,,
CLI040234,OF004,,,3.0,5.666666666666667,,
CLI040265,OF002,mal_momento,0.0,0.0,0.0,,
CLI040289,OF004,otro,92.0,3.0,12.5,otro,92.0
CLI040296,OF003,precio,61.0,0.0,6.333333333333333,,
CLI040319,OF003,no_confia,61.0,2.0,6.833333333333333,,
CLI040353,OF004,precio,0.0,0.0,7.333333333333333,,
CLI040357,OF002,no_confia,31.0,0.0,13.5,otro,92.0
CLI040364,OF003,mal_momento,61.0,0.0,0.0,,
CLI040423,OF002,precio,31.0,0.0,0.0,,
CLI040463,OF003,,,3.0,22.166666666666668,,
CLI040505,OF004,,,1.0,19.166666666666668,,
CLI040529,OF002,no_necesita,0.0,0.0,8.5,,
CLI040546,OF002,mal_momento,120.0,0.0,17.666666666666668,mal_momento,120.0
CLI040551,OF003,ya_tiene_similar,0.0,0.0,8.333333333333334,ya_tiene_similar,0.0
CLI040568,OF002,,,0.0,17.666666666666668,,
CLI040602,OF003,precio,31.0,1.0,9.0,,
CLI040626,OF002,no_confia,0.0,0.0,19.0,,
CLI040639,OF002,precio,31.0,0.0,7.0,,
CLI040646,OF002,precio,31.0,0.0,13.833333333333334,,
CLI040647,OF002,,,0.0,19.166666666666668,,
CLI040669,OF003,,,0.0,19.33333333333333,,
CLI040692,OF003,otro,0.0,0.0,6.833333333333333,,
CLI040696,OF003,,,0.0,15.833333333333334,,
CLI040727,OF002,no_necesita,31.0,0.0,3.1666666666666665,,
CLI040737,OF004,precio,0.0,3.0,3.333333333333333,precio,0.0
CLI040764,OF003,no_necesita,31.0,0.0,17.0,precio,120.0
CLI040787,OF004,no_necesita,61.0,0.0,7.666666666666667,,
CLI040798,OF004,no_necesita,61.0,0.0,14.833333333333334,no_necesita,61.0
CLI040806,OF003,,,0.0,17.833333333333332,,
CLI040808,OF003,,,1.0,15.333333333333334,,
CLI040892,OF002,no_necesita,120.0,0.0,18.0,no_necesita,120.0
CLI040911,OF003,,,2.0,25.166666666666668,,
CLI040921,OF003,ya_tiene_similar,31.0,0.0,29.83333333333333,ya_tiene_similar,31.0
CLI040927,OF004,,,3.0,3.8333333333333335,,
CLI040966,OF003,,,0.0,20.83333333333333,,
CLI040987,OF004,,,1.0,18.83333333333333,,
CLI040993,OF004,ya_tiene_similar,31.0,0.0,10.0,ya_tiene_similar,31.0
CLI041017,OF004,no_confia,92.0,3.0,3.333333333333333,,
CLI041056,OF002,,,0.0,30.5,,
CLI041077,OF002,no_confia,31.0,0.0,0.0,,
CLI041128,OF003,precio,31.0,0.0,11.666666666666666,precio,31.0
CLI041140,OF002,otro,61.0,3.0,15.166666666666666,,
CLI041178,OF003,,,1.0,26.666666666666668,,
CLI041245,OF003,,,1.0,24.83333333333333,,
CLI041247,OF004,precio,0.0,2.0,15.833333333333334,,
CLI041295,OF002,,,0.0,15.5,,
CLI041327,OF003,otro,0.0,0.0,4.666666666666667,,
CLI041363,OF004,,,0.0,20.666666666666668,,
CLI041453,OF003,no_necesita,0.0,0.0,9.833333333333334,no_necesita,0.0
CLI041475,OF002,ya_tiene_similar,61.0,0.0,0.0,ya_tiene_similar,61.0
CLI041512,OF002,otro,61.0,0.0,9.166666666666666,,
CLI041518,OF003,,,3.0,5.5,,
CLI041651,OF004,ya_tiene_similar,61.0,3.0,8.333333333333334,,
CLI041680,OF002,precio,31.0,0.0,1.3333333333333333,,
CLI041726,OF004,,,3.0,13.5,,
CLI041758,OF003,,,3.0,8.833333333333334,,
CLI041763,OF002,,,0.0,15.833333333333334,,
CLI041769,OF003,,,0.0,19.0,,
CLI041780,OF003,,,3.0,18.5,,
CLI041784,OF003,no_confia,61.0,0.0,7.333333333333333,no_confia,61.0
CLI041801,OF002,precio,120.0,0.0,16.5,,
CLI041812,OF004,,,3.0,24.666666666666668,,
CLI041851,OF003,no_necesita,61.0,2.0,0.0,no_necesita,61.0
CLI041852,OF003,otro,31.0,0.0,1.1666666666666667,otro,31.0
CLI041929,OF003,,,0.0,20.83333333333333,,
CLI042043,OF003,ya_tiene_similar,0.0,0.0,0.0,ya_tiene_similar,0.0
CLI042046,OF004,,,1.0,16.5,,
CLI042061,OF004,,,2.0,22.166666666666668,,
CLI042067,OF002,,,0.0,21.5,,
CLI042105,OF003,mal_momento,31.0,0.0,14.5,,
CLI042106,OF004,precio,61.0,0.0,0.0,,
CLI042107,OF003,mal_momento,31.0,0.0,4.0,,
CLI042123,OF003,,,3.0,5.0,,
CLI042133,OF003,,,3.0,8.5,,
CLI042157,OF003,,,0.0,17.666666666666668,,
CLI042196,OF002,ya_tiene_similar,92.0,2.0,17.333333333333332,ya_tiene_similar,120.0
CLI042207,OF002,,,3.0,4.833333333333333,,
CLI042228,OF003,,,2.0,26.666666666666668,,
CLI042229,OF002,,,2.0,16.166666666666668,,
CLI042278,OF004,precio,120.0,2.0,22.666666666666668,,
CLI042320,OF004,,,2.0,17.666666666666668,,
CLI042350,OF003,,,3.0,27.0,,
CLI042362,OF003,no_necesita,61.0,0.0,9.5,,
CLI042420,OF003,ya_tiene_similar,31.0,3.0,27.83333333333333,,
CLI042436,OF002,,,0.0,19.0,,
CLI042444,OF003,,,3.0,18.166666666666668,,
CLI042458,OF004,,,3.0,39.16666666666666,,
CLI042522,OF004,no_necesita,0.0,0.0,2.5,,
CLI042643,OF003,no_necesita,120.0,3.0,5.666666666666667,no_necesita,120.0
CLI042720,OF004,ya_tiene_similar,61.0,3.0,37.333333333333336,,
CLI042773,OF002,ya_tiene_similar,120.0,1.0,21.33333333333333,,
CLI042801,OF002,ya_tiene_similar,31.0,0.0,9.0,,
CLI042823,OF003,,,0.0,16.333333333333332,,
CLI042866,OF002,no_confia,151.0,1.0,25.5,,
CLI042895,OF003,,,1.0,32.666666666666664,,
CLI042909,OF003,precio,61.0,0.0,4.5,,
CLI042922,OF004,,,3.0,30.666666666666668,,
CLI042929,OF003,,,3.0,0.0,,
CLI042952,OF003,ya_tiene_similar,0.0,0.0,6.333333333333333,,
CLI042982,OF003,otro,31.0,0.0,2.833333333333333,,
CLI042990,OF002,precio,0.0,0.0,15.333333333333334,,
CLI043035,OF002,ya_tiene_similar,0.0,0.0,0.0,ya_tiene_similar,0.0
CLI043039,OF004,,,0.0,17.166666666666668,,
CLI043045,OF002,mal_momento,0.0,0.0,1.3333333333333333,,
CLI043073,OF004,ya_tiene_similar,0.0,2.0,18.666666666666668,,
CLI043105,OF003,,,3.0,9.166666666666666,,
CLI043117,OF004,no_necesita,31.0,0.0,0.0,,
CLI043119,OF002,mal_momento,31.0,3.0,2.5,mal_momento,31.0
CLI043179,OF003,precio,61.0,0.0,4.166666666666667,precio,61.0
CLI043195,OF002,no_necesita,92.0,0.0,26.5,,
CLI043218,OF003,ya_tiene_similar,151.0,0.0,17.666666666666668,ya_tiene_similar,151.0
CLI043246,OF002,,,0.0,17.666666666666668,,
CLI043248,OF004,,,3.0,8.0,,
CLI043260,OF004,,,2.0,27.0,,
CLI043312,OF003,ya_tiene_similar,31.0,0.0,10.5,ya_tiene_similar,31.0
CLI043323,OF002,precio,120.0,0.0,30.33333333333333,,
CLI043326,OF004,otro,61.0,0.0,2.0,,
CLI043335,OF003,mal_momento,0.0,0.0,16.333333333333332,,
CLI043354,OF002,no_necesita,0.0,0.0,9.0,,
CLI043357,OF004,otro,31.0,3.0,0.0,,
CLI043440,OF004,,,3.0,3.8333333333333335,,
CLI043548,OF002,precio,0.0,0.0,0.0,precio,0.0
CLI043598,OF002,,,0.0,22.666666666666668,,
CLI043646,OF004,,,1.0,16.166666666666668,,
CLI043647,OF003,,,0.0,28.5,,
CLI043651,OF003,,,0.0,18.83333333333333,,
CLI043654,OF004,otro,61.0,0.0,4.5,,
CLI043728,OF003,otro,120.0,2.0,31.166666666666668,otro,120.0
CLI043747,OF002,,,0.0,22.166666666666668,,
CLI043780,OF002,mal_momento,92.0,3.0,19.0,,
CLI043803,OF002,,,3.0,0.0,,
CLI043806,OF003,precio,61.0,1.0,3.8333333333333335,precio,61.0
CLI043876,OF002,,,3.0,7.5,,
CLI043931,OF003,otro,120.0,1.0,32.5,,
CLI043939,OF004,,,3.0,13.0,,
CLI043942,OF003,,,3.0,9.5,,
CLI043974,OF003,precio,151.0,0.0,29.5,,
CLI044009,OF003,no_necesita,31.0,0.0,0.0,no_necesita,31.0
CLI044024,OF002,precio,61.0,0.0,0.0,,
CLI044030,OF002,no_confia,31.0,0.0,7.5,,
CLI044050,OF004,no_confia,61.0,3.0,0.0,,
CLI044058,OF003,precio,61.0,2.0,9.833333333333334,,
CLI044089,OF002,,,3.0,0.0,,
CLI044094,OF004,,,3.0,0.0,,
CLI044125,OF004,,,3.0,0.0,,
CLI044161,OF003,,,0.0,20.166666666666668,,
CLI044167,OF003,ya_tiene_similar,61.0,0.0,2.6666666666666665,,
CLI044186,OF002,precio,0.0,1.0,8.333333333333334,,
CLI044216,OF004,,,2.0,19.5,,
CLI044239,OF003,precio,31.0,0.0,5.333333333333333,,
CLI044267,OF002,,,0.0,32.0,,
CLI044288,OF002,,,0.0,17.5,,
CLI044329,OF003,,,0.0,18.5,,
CLI044367,OF002,mal_momento,61.0,0.0,20.166666666666668,,
CLI044368,OF004,,,3.0,17.833333333333332,,
CLI044390,OF004,no_confia,151.0,0.0,16.166666666666668,,
CLI044411,OF003,,,3.0,26.666666666666668,,
CLI044421,OF003,no_necesita,0.0,0.0,3.5,,
CLI044423,OF004,ya_tiene_similar,31.0,3.0,0.0,,
CLI044433,OF004,,,0.0,18.0,,
CLI044457,OF002,no_necesita,61.0,0.0,4.333333333333333,,
CLI044473,OF003,,,1.0,33.666666666666664,,
CLI044474,OF004,,,3.0,4.5,,
CLI044475,OF004,,,3.0,19.5,,
CLI044557,OF004,precio,92.0,0.0,27.0,,
CLI044598,OF002,,,0.0,16.333333333333332,,
CLI044604,OF003,no_necesita,151.0,2.0,26.33333333333333,no_necesita,151.0
CLI044736,OF004,no_necesita,92.0,0.0,26.666666666666668,,
CLI044789,OF004,,,1.0,28.5,,
CLI044790,OF002,precio,31.0,0.0,1.1666666666666667,,
CLI044820,OF003,mal_momento,31.0,0.0,3.6666666666666665,mal_momento,31.0
CLI044881,OF002,,,0.0,17.0,,
CLI044882,OF003,,,0.0,27.0,,
CLI044904,OF004,no_necesita,0.0,0.0,3.8333333333333335,,
CLI044922,OF002,precio,31.0,0.0,1.1666666666666667,,
CLI044939,OF004,precio,151.0,0.0,16.333333333333332,,
CLI044989,OF003,,,0.0,21.33333333333333,,
CLI045003,OF002,no_confia,120.0,0.0,19.166666666666668,,
CLI045033,OF002,precio,31.0,0.0,15.166666666666666,,
CLI045039,OF003,mal_momento,31.0,0.0,0.0,,
CLI045051,OF003,no_confia,61.0,0.0,8.666666666666666,,
CLI045056,OF002,otro,0.0,0.0,0.0,,
CLI045079,OF002,,,3.0,0.0,,
CLI045135,OF004,,,0.0,17.666666666666668,,
CLI045204,OF002,,,3.0,8.833333333333334,,
CLI045215,OF003,ya_tiene_similar,61.0,0.0,24.83333333333333,ya_tiene_similar,120.0
CLI045262,OF002,precio,61.0,0.0,9.333333333333334,,
CLI045263,OF003,precio,0.0,0.0,11.5,precio,0.0
CLI045268,OF003,ya_tiene_similar,151.0,3.0,8.166666666666666,,
CLI045269,OF002,precio,61.0,3.0,19.666666666666668,,
CLI045277,OF003,,,3.0,19.166666666666668,,
CLI045303,OF004,,,0.0,17.166666666666668,,
CLI045353,OF002,precio,61.0,0.0,0.0,,
CLI045370,OF003,ya_tiene_similar,0.0,0.0,9.333333333333334,,
CLI045379,OF004,,,0.0,24.166666666666668,,
CLI045389,OF003,,,0.0,15.666666666666666,,
CLI045394,OF003,precio,31.0,0.0,4.333333333333333,,
CLI045398,OF003,precio,61.0,0.0,6.5,,
CLI045405,OF003,no_necesita,0.0,0.0,7.666666666666667,,
CLI045436,OF002,otro,31.0,0.0,8.166666666666666,,
CLI045437,OF004,precio,0.0,0.0,0.0,,
CLI045443,OF004,,,3.0,2.1666666666666665,,
CLI045545,OF003,precio,0.0,2.0,0.0,precio,0.0
CLI045551,OF004,precio,31.0,1.0,1.5,,
CLI045641,OF002,,,0.0,15.666666666666666,,
CLI045659,OF003,ya_tiene_similar,61.0,2.0,13.5,ya_tiene_similar,61.0
CLI045664,OF003,otro,31.0,2.0,10.833333333333334,,
CLI045666,OF003,,,0.0,20.0,,
CLI045674,OF003,mal_momento,31.0,0.0,0.0,mal_momento,31.0
CLI045749,OF003,,,1.0,25.5,,
CLI045756,OF002,no_necesita,61.0,0.0,0.0,,
CLI045766,OF003,precio,0.0,3.0,7.166666666666667,,
CLI045796,OF003,,,0.0,17.166666666666668,,
CLI045819,OF003,,,3.0,11.666666666666666,,
CLI045853,OF002,mal_momento,61.0,0.0,13.333333333333334,,
CLI045909,OF002,,,0.0,27.0,,
CLI045974,OF004,,,2.0,16.333333333333332,,
CLI045996,OF004,,,3.0,8.333333333333334,,
CLI046003,OF002,,,0.0,16.5,,
CLI046004,OF004,,,2.0,29.33333333333333,,
CLI046009,OF003,precio,31.0,0.0,0.0,,
CLI046153,OF003,precio,0.0,0.0,7.5,,
CLI046161,OF004,precio,0.0,0.0,1.1666666666666667,,
CLI046197,OF003,,,1.0,46.333333333333336,,
CLI046216,OF002,precio,61.0,0.0,23.33333333333333,,
CLI046220,OF003,,,0.0,28.33333333333333,,
CLI046224,OF002,,,0.0,25.166666666666668,,
CLI046274,OF004,,,2.0,16.333333333333332,,
CLI046319,OF002,,,3.0,34.833333333333336,,
CLI046329,OF004,ya_tiene_similar,31.0,3.0,18.5,ya_tiene_similar,31.0
CLI046364,OF003,no_confia,61.0,0.0,10.833333333333334,,
CLI046368,OF003,precio,31.0,0.0,0.0,,
CLI046390,OF004,precio,120.0,3.0,5.333333333333333,,
CLI046435,OF003,mal_momento,61.0,0.0,8.0,mal_momento,92.0
CLI046442,OF003,,,1.0,19.0,,
CLI046467,OF003,,,3.0,12.0,,
CLI046506,OF002,,,1.0,29.33333333333333,,
CLI046527,OF003,mal_momento,0.0,0.0,0.0,,
CLI046533,OF003,precio,0.0,0.0,0.0,,
CLI046570,OF002,precio,0.0,0.0,8.5,precio,0.0
CLI046592,OF004,,,1.0,22.83333333333333,,
CLI046603,OF002,ya_tiene_similar,61.0,0.0,12.333333333333334,,
CLI046637,OF003,precio,61.0,3.0,5.5,,
CLI046638,OF004,precio,61.0,0.0,38.5,,
CLI046646,OF004,,,3.0,4.833333333333333,,
CLI046670,OF004,,,0.0,15.166666666666666,,
CLI046690,OF002,,,3.0,10.666666666666666,,
CLI046707,OF004,,,0.0,18.666666666666668,,
CLI046712,OF004,,,0.0,35.833333333333336,,
CLI046748,OF003,no_confia,151.0,3.0,0.0,,
CLI046763,OF002,,,0.0,24.33333333333333,,
CLI046797,OF002,precio,61.0,0.0,0.0,precio,61.0
CLI046806,OF003,no_necesita,61.0,3.0,20.0,,
CLI046829,OF002,mal_momento,31.0,3.0,0.0,,
CLI046901,OF004,mal_momento,0.0,0.0,8.166666666666666,,
CLI046928,OF003,precio,0.0,0.0,6.666666666666667,,
CLI046929,OF003,,,3.0,0.0,,
CLI046947,OF002,,,0.0,16.5,,
CLI046962,OF004,otro,0.0,1.0,19.0,otro,0.0
CLI047046,OF002,,,0.0,19.666666666666668,,
CLI047048,OF002,,,0.0,23.0,,
CLI047074,OF004,no_necesita,151.0,0.0,24.33333333333333,,
CLI047108,OF004,ya_tiene_similar,61.0,0.0,9.666666666666666,,
CLI047141,OF004,,,3.0,8.0,,
CLI047143,OF002,precio,0.0,2.0,14.166666666666666,,
CLI047159,OF002,,,3.0,6.833333333333333,,
CLI047227,OF002,no_necesita,31.0,0.0,9.833333333333334,,
CLI047238,OF004,,,3.0,24.5,,
CLI047245,OF004,,,1.0,16.166666666666668,,
CLI047285,OF002,,,3.0,0.0,,
CLI047307,OF002,precio,31.0,0.0,0.0,precio,31.0
CLI047348,OF004,no_confia,0.0,0.0,0.0,,
CLI047358,OF003,,,3.0,12.333333333333334,,
CLI047391,OF004,,,0.0,21.33333333333333,,
CLI047407,OF004,,,3.0,9.5,,
CLI047416,OF004,,,0.0,15.5,,
CLI047428,OF002,precio,31.0,0.0,10.333333333333334,precio,31.0
CLI047432,OF002,,,0.0,22.5,,
CLI047496,OF004,,,3.0,23.83333333333333,,
CLI047512,OF002,precio,0.0,0.0,0.0,,
CLI047536,OF004,mal_momento,31.0,1.0,16.833333333333332,,
CLI047680,OF004,,,0.0,18.5,,
CLI047696,OF002,,,0.0,19.33333333333333,,
CLI047725,OF002,,,0.0,16.166666666666668,,
CLI047736,OF004,,,1.0,27.666666666666668,,
CLI047764,OF003,no_confia,0.0,0.0,11.0,,
CLI047776,OF002,no_necesita,61.0,0.0,15.0,,
CLI047793,OF002,ya_tiene_similar,0.0,0.0,0.0,,
CLI047963,OF004,,,3.0,0.0,,
CLI047972,OF004,mal_momento,151.0,3.0,6.666666666666667,,
CLI047983,OF002,,,0.0,20.166666666666668,,
CLI048005,OF004,,,0.0,17.0,,
CLI048059,OF003,precio,61.0,0.0,13.5,precio,61.0
CLI048073,OF002,no_confia,0.0,0.0,7.5,,
CLI048121,OF004,ya_tiene_similar,0.0,0.0,12.666666666666666,,
CLI048138,OF004,,,0.0,22.33333333333333,,
CLI048148,OF004,no_confia,0.0,2.0,0.0,,
CLI048182,OF004,,,3.0,4.666666666666667,,
CLI048228,OF002,mal_momento,151.0,0.0,16.666666666666668,,
CLI048265,OF003,,,3.0,29.166666666666668,,
CLI048272,OF004,mal_momento,31.0,0.0,0.0,,
CLI048275,OF003,,,3.0,28.5,,
CLI048294,OF004,,,3.0,11.0,,
CLI048313,OF004,no_necesita,61.0,0.0,14.166666666666666,,
CLI048350,OF003,no_necesita,31.0,0.0,16.166666666666668,,
CLI048368,OF004,no_confia,61.0,1.0,0.0,,
CLI048370,OF002,,,0.0,25.83333333333333,,
CLI048377,OF004,,,0.0,26.0,,
CLI048380,OF002,,,0.0,21.166666666666668,,
CLI048457,OF002,no_necesita,61.0,0.0,0.0,,
CLI048475,OF002,mal_momento,31.0,0.0,6.5,mal_momento,31.0
CLI048548,OF004,precio,31.0,0.0,0.0,precio,31.0
CLI048655,OF002,,,0.0,16.833333333333332,,
CLI048767,OF002,precio,151.0,0.0,15.5,precio,151.0
CLI048786,OF003,,,0.0,24.666666666666668,,
CLI048795,OF002,,,3.0,0.0,,
CLI048796,OF004,,,0.0,16.333333333333332,,
CLI048801,OF003,mal_momento,61.0,2.0,5.166666666666667,,
CLI048806,OF003,,,0.0,26.83333333333333,,
CLI048808,OF002,ya_tiene_similar,31.0,0.0,15.333333333333334,ya_tiene_similar,61.0
CLI048837,OF002,,,2.0,17.833333333333332,,
CLI048880,OF002,no_necesita,0.0,2.0,33.666666666666664,ya_tiene_similar,0.0
CLI048898,OF004,precio,31.0,0.0,12.166666666666666,,
CLI048909,OF004,precio,61.0,3.0,9.5,,
CLI048924,OF003,precio,31.0,0.0,19.33333333333333,,
CLI048931,OF002,,,3.0,3.1666666666666665,,
CLI049139,OF003,,,1.0,16.166666666666668,,
CLI049168,OF002,,,0.0,25.166666666666668,,
CLI049175,OF003,no_necesita,0.0,0.0,0.0,,
CLI049181,OF003,precio,61.0,1.0,5.333333333333333,,
CLI049182,OF003,precio,61.0,0.0,0.0,precio,61.0
CLI049188,OF003,mal_momento,61.0,0.0,0.0,,
CLI049247,OF002,ya_tiene_similar,61.0,0.0,9.166666666666666,ya_tiene_similar,61.0
CLI049293,OF003,precio,120.0,1.0,25.33333333333333,,
CLI049348,OF004,,,3.0,17.5,,
CLI049383,OF003,no_necesita,61.0,3.0,14.333333333333334,,
CLI049420,OF002,,,2.0,18.166666666666668,,
CLI049504,OF002,precio,61.0,0.0,12.0,,
CLI049513,OF002,precio,31.0,0.0,10.833333333333334,,
CLI049539,OF003,precio,0.0,0.0,0.0,precio,0.0
CLI049550,OF004,precio,31.0,0.0,0.0,,
CLI049576,OF004,mal_momento,120.0,3.0,29.33333333333333,,
CLI049641,OF003,,,0.0,22.83333333333333,,
CLI049665,OF004,precio,61.0,0.0,10.0,,
CLI049670,OF003,precio,0.0,0.0,19.5,precio,0.0
CLI049693,OF002,,,0.0,30.5,,
CLI049716,OF002,ya_tiene_similar,31.0,0.0,5.833333333333333,ya_tiene_similar,31.0
CLI049793,OF003,no_necesita,31.0,0.0,4.833333333333333,no_necesita,31.0
